text,label,clean_text,char_count,word_count,avg_word_length,clean_word_count,exclamation_count,question_count,comma_count,dots_count,total_punctuation,has_emoji,emoji_count,hashtag_count,mention_count,has_hashtag,has_mention,elongation_count,has_elongation,repeated_word_count,repetition_ratio,has_repetition,negation_count,has_negation,has_egyptian,religious_term_count,has_religious_term,positive_words_count,negative_words_count,has_positive_word,has_negative_word
كنتي صرتي قرايبتو للي كان ناوي يصير رئيس جمهورية #ياخسارة بيعطوكن كوبونات سكّر ببلاش ها!!,OBJ,كنتي صرتي قرايبتو للي ناوي يصير رئيس جمهوريه ياخساره بيعطوكن كوبونات سكر ببلاش,89,16,5.0,13,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0.0,0,1,1,1,0,0,0,0,0,0
البعض في ميادين التحرير يطالب بنقل فوري للسلطة في ٢٥ يناير ٢٠١٢,OBJ,البعض ميادين التحرير يطالب بنقل فوري للسلطه,63,12,4.333333333333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
المهندس خالد عبدالعزيز وزير الشباب ضيف #يوسف_الحسيني الان في #السادة_المحترمون,OBJ,المهندس خالد عبدالعزيز وزير الشباب ضيف يوسف الحسيني الان الساده المحترمون,78,10,6.9,11,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
دي مبادرة مكتبات الكرامة العامة باحياء شعبية،بحاجة لتشجيع …,OBJ,دي مبادره مكتبات الكرامه العامه باحياء شعبيه بحاجه لتشجيع,59,9,5.666666666666667,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
وأخيرا قلتها أنا وغيري مائة مرة: التغيير على وساخة يجيب تسلخات، وفي كل مرة يثبت صحة هذه النظرية ويصمم البعض على الوساخة فهنيئا لهم بالتسلخات,NEG,واخيرا قلتها انا وغيري مائه مره التغيير علي وساخه يجيب تسلخات وفي مره يثبت صحه النظريه ويصمم البعض علي الوساخه فهنيئا بالتسلخات,140,25,4.64,22,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0.18181818181818182,1,3,1,0,0,0,0,0,0,0
شاهد - بطل مصر والعالم رامي عاشور في آخر كلام #,OBJ,شاهد بطل مصر والعالم رامي عاشور اخر كلام,47,9,3.3636363636363638,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
3) #الطبالة يمارسون #حرب_اللاعنف على المشروع الاصلاحي، فيحاربون جميع المصلحين بالقذف والتخوين مما يساهم جليا في خلق متطرفين راديكاليين,OBJ,الطباله ون حرب اللاعنف علي المشروع الاصلاحي فيحاربون المصلحين بالقذف والتخوين يساهم جليا خلق متطرفين راديكاليين,134,19,6.105263157894737,16,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0.0,0,8,1,0,1,1,0,0,0,0
الوطن | مقومات ستة لحوار حقيقى | عمرو حمزاوي:,OBJ,الوطن مقومات سته لحوار حقيقي عمرو حمزاوي,45,7,4.111111111111111,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,0,0,0,0,0,0
3/كتب انصح بقرائتها اعلام واقزام في ميزان الاسلام سيد عفاني ثورة يوليو الامريكية محمد جلال كشك #انتخبوا_العرص,OBJ,كتب انصح بقرائتها اعلام واقزام ميزان الاسلام سيد عفاني ثوره الامريكيه محمد جلال كشك انتخبوا العرص,109,18,5.470588235294118,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,5,1,0,0,0,0,0,0,0
"الدعوة للتظاهر اليوم ""لتطهير"" القضاء: الغوغائية في فهم ومعالجة مشاكلنا مازالت السمة الغالبة لنظام الحكم الثورة قامت ""لتحرير"" العقول",OBJ,الدعوه للتظاهر اليوم لتطهير القضاء الغوغائيه فهم ومعالجه مشاكلنا مازالت السمه الغالبه لنظام الحكم الثوره قامت لتحرير العقول,131,19,5.947368421052632,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
4_متى ماثبتت أية تهمة وبالأدلة والقرائن #الشرعية يستحق تجارالترميش من #أهل_العلا في #العلا العقوبة اللازمة للأنظمة المعمول ب…,OBJ,متي ماثبتت ايه تهمه وبالادله والقرائن الشرعيه يستحق تجارالترميش اهل العلا العلا العقوبه اللازمه للانظمه المعمول,125,18,6.0,16,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0.125,1,5,1,0,0,0,0,0,0,0
الاستبداد لن يدوم وعلى الجميع أن يتعظ سوريا ستبقى ودولة الظلم ستزولعلينا دعم الشعب السورى وحقه في الحرية والديمقراطية بكامل طاقتنا,OBJ,الاستبداد يدوم وعلي الجميع ان يتعظ سوريا ستبقي ودوله الظلم ستزولعلينا دعم الشعب السوري وحقه الحريه والديمقراطيه بكامل طاقتنا,130,21,5.238095238095238,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
#مرسي_رئيسي,POS,مرسي رئيسي,11,1,11.0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
لبيك اللهم لبيك لبيك لا شريك لك لبيك إن الحمد و النعمة لك و الملك لا شريك لك,POS,اللهم شريك ان الحمد النعمه الملك شريك,76,18,3.2777777777777777,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,1,4,1,0,2,1,0,0,0,0
أعجبني فيديو من #توفيق_عكاشة يتوعد بهجوم الجيش,OBJ,اعجبني فيديو توفيق عكاشه يتوعد بهجوم الجيش,46,7,5.714285714285714,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
اهالي الشرقيه قاموا بالواجب مع مراسله رجااااااااااالة,OBJ,اهالي الشرقيه قاموا بالواجب مراسله رجاله,53,7,6.714285714285714,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0
ألف سلامة عليك يا ترجعلنا بالسلامة شفاك الله وعافاك,OBJ,الف سلامه ترجعلنا بالسلامه شفاك الله وعافاك,51,9,4.777777777777778,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,1,1,0,0,0,0
#التحرير | #خالد_بيومي يكتب: دعم المستشفى الحكومى والمهندس #إبراهيم_محلب,OBJ,التحرير خالد بيومي يكتب دعم المستشفي الحكومي والمهندس ابراهيم محلب,72,8,7.111111111111111,10,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
""": #اذكر_الله """,OBJ,اذكر الله,15,1,4.333333333333333,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0
هذه شهادة تخاطب ضمائر ثوار 25يناير ، تخاطب قلوب وعقولكل المصريين التى مازالت تجرى فى عروقهمدماء,OBJ,شهاده تخاطب ضمائر ثوار تخاطب قلوب وعقولكل المصريين مازالت تجري عروقهمدماء,95,15,5.0,11,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.18181818181818182,1,4,1,0,0,0,0,0,0,0
صدور قانون تشكيل الأحزاب دون أي حوار ونفس الحال بـالنسبة لقانون مباشرة الحياة السياسية يقلص مضمون أي حوار وطني ويفقده جانب كبير من مصداقيته,NEG,صدور قانون تشكيل الاحزاب اي حوار ونفس الحال بـالنسبه لقانون مباشره الحياه السياسيه يقلص مضمون اي حوار وطني ويفقده جانب كبير مصداقيته,139,24,4.833333333333333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.18181818181818182,1,1,1,1,0,0,0,0,0,0
رونالدو هو أعظم لاعب في تاريخ #ريال_مدريد #رياضة,POS,رونالدو اعظم لاعب تاريخ مدريد رياضه,48,8,5.125,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
بدي واحد جاد اليوم من الاردن ينيك كسي #كسي #طيزي #أردني #اﻷردن #فحل #محنة #كس #نيك #ممحونة #قحبة #طيز #الاردن #اردني #شرموطة #طبربور,OBJ,بدي جاد اليوم الاردن ينيك كسي كسي طيزي اردني ردن فحل محنه كس نيك ممحونه قحبه طيز الاردن اردني شرموطه طبربور,132,23,4.782608695652174,21,0,0,0,0,0,0,0,15,0,1,0,0,0,3,0.2857142857142857,1,2,1,0,1,1,0,0,0,0
#جماعة_انصار_بيت_طنيطر #تحالف_عمليات_السبام #جيش_عمر #جيش_السلف #جيش_الفاروق #جيش_عائشة #جيش_الحسبة _4 …,OBJ,جماعه انصار بيت طنيطر تحالف عمليات السبام جيش عمر جيش السلف جيش الفاروق جيش عائشه جيش الحسبه,104,8,10.666666666666666,17,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0.29411764705882354,1,1,1,0,0,0,0,0,0,0
شاهد - آخر كلام: يا قائد الجند - مصطفى سعيد #,OBJ,شاهد اخر كلام قائد الجند مصطفي سعيد,45,8,3.1818181818181817,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,1,0,1,0
_ هذا هو نص المقال أتحداكم أن تنشروه كاملا لو كنتم رجالا مش هتبطلوا حقارة وتنضفوا شوية من باب التغيير,NEG,نص المقال اتحداكم ان تنشروه كاملا كنتم رجالا مش هتبطلوا حقاره وتنضفوا شويه باب التغيير,101,20,4.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
قضايا العشوائيات مرتبطة بالتعليم والصحة وحياة من يعيشون فيها #السادة_المحترمون,OBJ,قضايا العشوائيات مرتبطه بالتعليم والصحه وحياه يعيشون الساده المحترمون,78,10,6.9,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
د ابو الفتوح : اذا انتخبنا رئيسا يجب أن نظل نراقبه ونقيم أدائه فلا تؤمن الفتنة على الحي فهذه بلدنا ولن,OBJ,ابو الفتوح اذا انتخبنا رئيسا يجب ان نظل نراقبه ونقيم ادائه تؤمن الفتنه علي الحي فهذه بلدنا ولن,102,20,3.9047619047619047,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
"11 ""اجتماع اللجنة الإعلامية 18-05-2011""",OBJ,اجتماع اللجنه الاعلاميه,39,7,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
د علاء الأسواني: هل يحارب وزير الثقافة الفساد في وزارته ؟! أم أنه,OBJ,علاء الاسواني يحارب وزير الثقافه الفساد وزارته ام انه,65,12,4.076923076923077,9,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,0,0,0,0
#رمضان_الخير قرب,POS,رمضان الخير قرب,16,2,7.5,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0
حذرت د #محمد_مرسي من تصاعد الغضب في يوم 18 ابريل وحذرته من طموح #السيسي للسلطة …,OBJ,حذرت محمد مرسي تصاعد الغضب يوم وحذرته طموح السيسي للسلطه,80,15,4.0625,10,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
#حركة_كايدينهم #مصر #قول_كلمه_للسيسي_وخد_فولو_هديه ياسيسى يا زعيييييييم #سأنتخب_السيسي #احنا_شباب_هنصوت_للسيسى #سوريا …,POS,حركه كايدينهم مصر قول كلمه للسيسي وخد فولو هديه ياسيسي زعيم سانتخب السيسي احنا شباب هنصوت للسيسي سوريا,119,9,11.0,18,0,0,0,0,0,0,0,6,0,1,0,1,1,1,0.1111111111111111,1,1,1,0,0,0,0,0,0,0
#بلال_فضل هو امن اعطى الاشارة لاقتحام مقرات امن الدولة لمن يتذكر فقط,OBJ,بلال فضل امن اعطي الاشاره لاقتحام مقرات امن الدوله لمن يتذكر فقط,68,12,4.75,12,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.16666666666666666,1,4,1,0,0,0,0,0,0,0
#المنوفية اليوم,OBJ,المنوفيه اليوم,15,2,7.0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
شاهد - آخر كلام: لا تزال دماء نحو ألف شهيد ساخنة على الأرصفة #,OBJ,شاهد اخر كلام تزال دماء الف شهيد ساخنه علي الارصفه,62,12,3.5,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
العباسية: حماية المعتصمين وتأمينهم واجب الدولة وسلطاتها لا يمكن الصمت على قتل المصريين!,OBJ,العباسيه حمايه المعتصمين وتامينهم واجب الدوله وسلطاتها يمكن الصمت علي قتل المصريين,87,13,5.769230769230769,12,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
هنعلمهم الادب هنوريهم الغضب #المعادى,OBJ,هنعلمهم الادب هنوريهم الغضب المعادي,36,5,6.4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
زي الي عملناه في #دمنهور في دفعتنا الفقر Ȝ -Ȝ,OBJ,زي الي عملناه دمنهور دفعتنا الفقر,45,10,3.6,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
ما رأيكم فى حلقة الأمس للدكتور عبد المنعم ابو الفتوح فى قناة التحرير مع محمود سعد؟,OBJ,رايكم حلقه الامس للدكتور عبد المنعم ابو الفتوح قناه التحرير محمود سعد,82,16,4.1875,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
صباح الخير عليكم :) ، #عودة_باسم_يوسف ان شاء الله هتكون 30 مايو,OBJ,الخير عليكم عوده باسم يوسف ان شاء الله هتكون,63,10,4.333333333333333,9,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,1,1,0,0,0,0
شن قادة الانقلاب حملة مستمرة على كل أصحاب الرأي الآخر، حتى من يختلف معهم من حلفائهم، حتى لا يبقى هناك رأي آخر، …,NEG,شن قاده الانقلاب حمله مستمره علي اصحاب الراي الاخر حتي يختلف معهم حلفائهم حتي يبقي راي اخر,112,22,3.9130434782608696,17,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0.11764705882352941,1,3,1,0,0,0,0,0,0,0
شاهد - آخر كلام: أصوات المسيحيين أين تتوجه وماذا تنتظر؟ #,OBJ,شاهد اخر كلام اصوات المسيحيين اين تتوجه وماذا تنتظر,57,9,4.2727272727272725,9,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
وزير الداخلية وقائد المنطقة العسكرية يشرفان على تأمين محاكمة مرسي #السادة_المحترمون,OBJ,وزير الداخليه وقائد المنطقه العسكريه يشرفان علي تامين محاكمه مرسي الساده المحترمون,83,11,6.636363636363637,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
أنتم كذابون وقتلة يسقط حكم العسكر هتاف رج قاعة جامعة سواس عندما بدأ النبوى الذى أوفده الانقلاب لتحسين صورته فى لندن وطردوه من القاعة,NEG,انتم كذابون وقتله يسقط حكم العسكر هتاف رج قاعه جامعه سواس عندما بدا النبوي اوفده الانقلاب لتحسين صورته لندن وطردوه القاعه,132,24,4.541666666666667,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,1,1,0,0,0,1,0,1
الى مينا وجورج وانطون غيروا اسماءكم على بروفيلكم قبل ما تشتمونى عشان المسألة متبقاش دين وعنصرية وفتنة قلة ادب وغباء كمان,NEG,الي مينا وجورج وانطون غيروا اسماءكم علي بروفيلكم تشتموني عشان المساله متبقاش دين وعنصريه وفتنه قله ادب وغباء كمان,120,21,4.761904761904762,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,1,0,0,0,0,0,0,0
#شخصيات_لن_تعوض ‏,OBJ,شخصيات تعوض,17,1,8.0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
اتنفسك مثل الهوى واحتاجك لجرحي دوا ⭐#عبدالمجيد,OBJ,اتنفسك الهوي واحتاجك لجرحي دوا عبدالمجيد,46,7,5.714285714285714,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,1,0,1,0
من هى الملعونة التى يجب تسميتها دمية بلا شرف ولا دين,OBJ,الملعونه يجب تسميتها دميه بلا شرف دين,52,11,3.8181818181818183,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
مد العمل بقانون الطوارىء: استمرار للقمع وانتهاك لحقوق الإنسان والحريات الأساسية يوم حزين التغيير حتمي,NEG,مد العمل بقانون الطواريء استمرار للقمع وانتهاك لحقوق الانسان والحريات الاساسيه يوم حزين التغيير حتمي,101,15,5.8,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1
تابعوني الليلة علي قناة الجزيرة مباشر مصر الساعة 11 مساءً,OBJ,تابعوني الليله علي قناه الجزيره مباشر مصر الساعه,57,10,4.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
قرار مجلس قيادة الثورة لحل جماعة الاخوان في 1954م #السادة_المحترمون,OBJ,قرار مجلس قياده الثوره لحل جماعه الاخوان الساده المحترمون,67,10,5.8,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
رؤساء التحرير | #عاجل| انفجار قنبلة بدائية الصنع بمنطقة #الطالبية في شارع #الهرم (المصدر : #الوطن),OBJ,رؤساء التحرير عاجل انفجار قنبله بدائيه الصنع بمنطقه الطالبيه شارع الهرم المصدر الوطن,98,14,5.1875,13,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
علاء الأسواني : من يقبل بانتخابات مجلس الشعب يساعد الإخوان على تغطية جرائمهم >>,NEG,علاء الاسواني يقبل بانتخابات مجلس الشعب يساعد الاخوان علي تغطيه جرائمهم,79,12,4.714285714285714,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,1
خطاب مرسي بميدان التحرير كان موفقا وقسمه الرمزي ضروريا وتأكيده على أن الشعب مصدر السلطات وعلى الدولة المدنية الديمقراطية وحقوق المواطنة جيدا,POS,خطاب مرسي بميدان التحرير موفقا وقسمه الرمزي ضروريا وتاكيده علي ان الشعب مصدر السلطات وعلي الدوله المدنيه الديمقراطيه وحقوق المواطنه جيدا,140,22,5.409090909090909,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,1,0,0,1,0,1,0
تعريص #برهامي ووساخة حزبه والدعوة السفهية بدأوا من يوم ما دعموا #أبو_الفتوح مش حاجة مستجدة !,NEG,تعريص برهامي ووساخه حزبه والدعوه السفهيه بداوا يوم دعموا ابو الفتوح مش حاجه مستجده,92,15,4.8125,14,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
لو لسه مصدق وهم نعم من أجل الإستقرار يعني جرب تسمع كده جايز تغير رأيكألا هل بلغت ونهاركم سعيد,OBJ,لسه مصدق وهم اجل الاستقرار يعني جرب تسمع كده جايز تغير رايكالا بلغت ونهاركم سعيد,93,19,3.9473684210526314,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,1,1,1,1,0,1,0
#يوسف_الحسيني مش كل اللي مربي لحية يبقى إخواني وإرهابي #السادة_المحترمون,OBJ,يوسف الحسيني مش اللي مربي لحيه يبقي اخواني وارهابي الساده المحترمون,72,10,6.3,11,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,2,1,0,1,1,0,2,0,1
"# #ليبيا المرغني يتوعد ""المجرمين"" في #بنغازي تابع التفاصيل",OBJ,ليبيا المرغني يتوعد المجرمين بنغازي تابع التفاصيل,58,8,5.555555555555555,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
"""_: #التحرير | مصادر: وزارة النقل تؤجل فتح محطة مترو أنور #السادات لأجل غير مسمى """,OBJ,التحرير مصادر وزاره النقل تؤجل فتح محطه مترو انور السادات لاجل مسمي,82,14,4.1875,12,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
#النيابة تعاين سيارتين ملاكي أحرقهما مجهولين أمام مدرسة بـ #المحلة_الكبرى,OBJ,النيابه تعاين سيارتين ملاكي احرقهما مجهولين امام مدرسه بـ المحله الكبري,73,10,6.4,11,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,5,1,0,0,0,0,0,0,0
يا مرسي يا عظيم تسريب سيسي كشف أنه كان عملاقا وليس طرطورا ويكفينا أنه تصدى للقوات المسلحة حتى انقلبوا عليه,POS,مرسي عظيم تسريب سيسي كشف انه عملاقا وليس طرطورا ويكفينا انه تصدي للقوات المسلحه حتي انقلبوا,106,20,4.35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1,3,1,0,0,0,1,0,1,0
دنت لو قدام عينيا أشتاق إليك  #شيرين ♡,OBJ,دنت قدام عينيا اشتاق اليك شيرين,38,7,3.75,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
""": إن أردت معرفۃ حقيقه انسان فانظر كيف يعامل من هم اضعف منه #اوعى_تنسى #ريتويت #واقع #بوح""",OBJ,ان اردت معرفۃ حقيقه انسان فانظر يعامل اضعف اوعي تنسي ريتويت واقع بوح,90,16,4.352941176470588,13,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
يا من سرق قلبي مني يا من غير لي حياتي يا من احببته من كل قلبي يا من قادني الى الخيال #عشنا_وشفنا #الرياض,OBJ,سرق قلبي مني حياتي احببته قلبي قادني الي الخيال عشنا وشفنا الرياض,104,23,3.5652173913043477,12,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0.16666666666666666,1,1,1,0,0,0,0,0,0,0
#الحقيقة_مباشر_مصر|#انقلاب_3يوليو #عاجل| قوات أمن الانقلاب تعاود مهاجمة قرية الميمون في #بني_سويف بالخرطوش,OBJ,الحقيقه مباشر مصر انقلاب عاجل قوات امن الانقلاب تعاود مهاجمه قريه الميمون بني سويف بالخرطوش,106,13,7.916666666666667,15,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
انتظر حوار قراء الوطن اليوم مع #عمرو_خالد في10مساءشارك بأسئلتك على الهواء مباشرة #,OBJ,انتظر حوار قراء الوطن اليوم عمرو خالد مساءشارك باسئلتك علي الهواء مباشره,82,12,5.384615384615385,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
مرة أخرى: إلي دعاة العنف الشعب أكبر من أي فصيل الوطن أكبر من أي فرد الإسلام أكبر و أعظم من أي فكر عقيمتحيا مصر و لن ترهبونا !,OBJ,مره اخري الي دعاه العنف الشعب اكبر اي فصيل الوطن اكبر اي فرد الاسلام اكبر اعظم اي فكر عقيمتحيا مصر ترهبونا,125,27,3.5,21,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0.2857142857142857,1,2,1,0,0,0,0,1,0,1
"#متصدر_لاتكلمني, #النصر_الشباب, #الهلال, #اكشن_يا_دوري شجع ناديك بدون تعصب مع برنامج الايفون الرائع 675",OBJ,متصدر لاتكلمني النصر الشباب الهلال اكشن دوري شجع ناديك بدون تعصب برنامج الايفون الرائع,103,13,7.0,14,0,0,3,0,3,0,0,4,0,1,0,0,0,0,0.0,0,6,1,0,0,0,1,0,1,0
وَمَنْ لا يُحِبّ صُعُودَ الجِبَالِ يَعِشْ أَبَدَ الدَّهْرِ بَيْنَ الحُفَر لا تمش أبداً على الطريق المرسوم ، فهو يقودك حيث ذهب الآخرون,OBJ,يحب صعود الجبال يعش ابد الدهر الحفر تمش ابدا علي الطريق المرسوم فهو يقودك الاخرون,133,39,5.090909090909091,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
في ضوء الفوضى والتشرذم حان وقت تصحيح المسار: دستور جديد يضيء الطريق ويحدد الثوابت، انتخابات برلمانية عندما يستوي الملعب، ثم انتخابات رئاسية,OBJ,ضوء الفوضي والتشرذم حان وقت تصحيح المسار دستور جديد يضيء الطريق ويحدد الثوابت انتخابات برلمانيه عندما يستوي الملعب انتخابات رئاسيه,139,22,5.363636363636363,20,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0.1,1,5,1,0,0,0,0,0,0,0
"9 ""لمن يكتب الدستورجولات في شوارع مصر""",OBJ,لمن يكتب الدستورجولات شوارع مصر,38,7,4.571428571428571,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
"كن أنت الشخص الذى عندما يراه الناس يقولون ""مازالت الدنيا بخير",OBJ,انت الشخص عندما يراه الناس يقولون مازالت الدنيا بخير,61,11,4.636363636363637,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,0,0,0,0,0
321 لم يحدث فى التاريخ أن مسيحى حتى قذف طوبة على جامع لأنة يرأة بيت للصلاة,OBJ,يحدث التاريخ ان مسيحي حتي قذف طوبه علي جامع لانه يراه بيت للصلاه,74,16,3.6875,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0
#لساها_ثورة_يناير لسه الشعب المصرى ثائر,OBJ,لساها ثوره لسه الشعب المصري ثائر,39,5,7.0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
خلق إسلامي جميل نحتاجه بشدة في هذه الأيام لبلادنا هو خلق الرفق أي (اللطف واللين في القول والفعل)، الذي نحتاجه في,POS,خلق اسلامي جميل نحتاجه بشده الايام لبلادنا خلق الرفق اي اللطف واللين القول والفعل نحتاجه,112,21,4.380952380952381,15,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0.26666666666666666,1,2,1,0,0,0,1,0,1,0
دعلاء الأسواني: هل أثر نفط الخليج على رؤيتنا للمرأة ؟! أقرأ المقال كاملاً ؟! >> …,OBJ,دعلاء الاسواني اثر نفط الخليج علي رؤيتنا للمراه اقرا المقال كاملا,81,12,4.125,11,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,0,0,0,0,0
اتقدم بالشكر الجزيل للفنانة القديرة هالة فاخر على رايها الذى اعتز به كثيرا,POS,اتقدم بالشكر الجزيل للفنانه القديره هاله فاخر علي رايها اعتز,74,13,4.769230769230769,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0
حوار الأخوان شاركوا من اوي 25 ولا 28 مش مهم، و حتى حوار بطلوا مشاركة امتى مش مهم، المهم عملوا ايه في البرلمان و الرئاسة و التأ,OBJ,حوار الاخوان شاركوا اوي مش مهم حتي حوار بطلوا مشاركه امتي مش مهم المهم عملوا ايه البرلمان الرئاسه التا,126,27,3.7037037037037037,19,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0.3157894736842105,1,7,1,1,0,0,0,0,0,0
والله تستاهل يا قلبى #محمد_محسن,OBJ,والله تستاهل قلبي محمد محسن,31,5,5.4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0
